screen_name,retweeted_user,content_type
rsk68,Tombx7M,RT
MartinHayes6,mikebwonder,RT
RebeccaPhDRN,JonLionFineArt,RT
Kingfish7777,RealCandaceO,RT
chunkled,JonLionFineArt,RT
luzmariazasu,VOANoticias,RT
acastle96,Varneyco,RT
LuzerLibby,mikebwonder,RT
mikepowens7771,heyitsCarolyn,RT
mom4mj,RealCandaceO,RT
anita_lenora,heyitsCarolyn,RT
mainoneman,RealCandaceO,RT
KennyLipp,RealMAGASteve,RT
JTombstones,votevets,RT
ChasDuncanII,JonLionFineArt,RT
bobbie_and_leo,eugenegu,RT
dave_delion,RealCandaceO,RT
RosieChihuahua,kayleighmcenany,RT
OpWereld,Underground_RT,RT
n1nesalone,RealCandaceO,RT
lorileach14,realTylerZed,RT
PatrioticMoses1,hirschA8720,RT
bishopjane10,Jim_Jordan,RT
NotaFundi,,Tweet
twistedchick25,TeaPainUSA,RT
_JenniferAnne,KamalaHarris,RT
purser_terry,Jim_Jordan,RT
kjsharkey01,RealCandaceO,RT
EmNewsDC,SpecNews1SoCal,RT
TaxPro_SABP,SenTedCruz,RT
SGonzalez74,RedPillReport,RT
mlive3now,RealJamesWoods,RT
heybebop1,charliekirk11,RT
todmonsta,IlhanMN,RT
dchopsey,AllenWest,RT
ReiinerR7,mindfad,RT
Christina_maryl,RealCandaceO,RT
VENE_BEJUMA,StateDeptrealDonaldTrump,RT
melin123,DanCrenshawTX,RT
William23777908,RealCandaceO,RT
k45cal,GOP,RT
Eco_Promos,MikeBloomberg,RT
gm_dennis,barmore27,RT
Kimerker88,KTHopkins,RT
klxz23,TeaPainUSA,RT
SolipsiSolomon,LaylaAlisha11,RT
know_me89,RealCandaceO,RT
Pratt_Lady,EricTrump,RT
NicoleBellows,BillOReilly,RT
colboysigma,PrisonPlanet,RT
dotti1a,cnalive,RT
dodgehemi04,GOP,RT
JonLionFineArt,,Tweet
AngDonlon,NewRightNetwork,RT
DavidCarlSchell,LaylaAlisha11,RT
DianeHauschildt,SecretService,RT
DonMcLaughlin9,RealCandaceO,RT
bloggiepooh,voxdotcom,RT
carly13ve,NoImperialismo,RT
alexespind,DrDenaGrayson,RT
Kaspary1212,RealCandaceO,RT
RobCatholic,LifeNewsHQ,RT
420rabbi,Jim_Jordan,RT
ellescott1,jameshohmann,RT
wontgiveup5317,,Tweet
CGrellas,RealJamesWoods,RT
7thbestpoet,SenSanders,RT
LadyHuntrFishr,RealMAGASteve,RT
SherryLeggett,DanCrenshawTX,RT
edeancmfgt,RealCandaceO,RT
Makeda3740,JaySekulow,RT
leopardtwo,leopardtwo,RT
plantlady293,hirschA8720,RT
SeanSean252,RNRKentucky,RT
tuuitterG,SenSchumer,RT
Arrow252525,,Tweet
johnwoolf,Doodisgirl,RT
DanaSharpe18,TimRunsHisMouth,RT
SalPachecoJr,HLAurora63,RT
ParvinDelivers,KTHopkins,RT
wethepeople_Act,FLOTUS,RT
_ARich_,CBSEveningNews,RT
sunspot302,GOP,RT
Pohjanakka1,JanneLeht,RT
JaredL_Smith,TheDemCoalition,RT
Evjone95,EricTrump,RT
weavejenn,kendallybrown,RT
Danaduchess,heyitsCarolyn,RT
BethanyB_AdamG,RealCandaceO,RT
DesertDebAz817,RealCandaceO,RT
kimmwaters4,NewRightNetwork,RT
SGonzalez74,realTylerZed,RT
greyone71,DrMartyFox,RT
Truthse40350187,MichaelSkolnik,RT
jinpearce,RealJamesWoods,RT
anniejames123,TeaPainUSA,RT
JasonRMadden3,heyitsCarolyn,RT
ljcljf,,Tweet
WeThePeopleFor,FLOTUS,RT
e_ram14,RPedro_IV,RT
Smokecat11,FLOTUS,RT
PrasherMary,Jim_Jordan,RT
IndivisableJ,JonLionFineArt,RT
Aldrpeg4,Sundncefn,RT
elemlm,TeaPainUSA,RT
freightfrogger,Californiabossy,RT
wtf_trading,RealCandaceO,RT
ralpheo62,seculardotorg,RT
Brittan75653343,Fam4Fun,RT
ChaplainDM,kimguilfoyle,RT
BounceORound,FLOTUS,RT
MeInMichigan,_SJPeace_,RT
leopardtwo,,Tweet
AfmffjmRet,Kindhearted2015,RT
stevespearson,RealCandaceO,RT
QTBZBEE,kimguilfoyle,RT
molly649,dmon4ever,RT
analytika,RealJamesWoods,RT
Luz_Celestial,RealCandaceO,RT
WillK97148637,heyitsCarolyn,RT
tuuitterG,Redpainter1,RT
cactusflower81,HLAurora63,RT
DanaScottLO,DrDGrossman,RT
FreePeterDouch,DoniaLilly,RT
RuckerWil,byHeatherLong,RT
Heisman286,RealCandaceO,RT
SherylGrant10,RealDrGina,RT
420rabbi,kimguilfoyle,RT
LauraBabae,RealCandaceO,RT
acastle96,Franklin_Graham,RT
infinitefern,AOC,RT
JordanaSands,KTHopkins,RT
emilydailey12,KamalaHarris,RT
Mac51876881,RealCandaceO,RT
2cents4apenny,heyitsCarolyn,RT
shvjivh,dwallbank,RT
AnnStokes55,TejasPsycho,RT
TeresaMac2009,voxdotcom,RT
emk517,FrMatthewLC,RT
alishajane777,TimRunsHisMouth,RT
aricpress,amyklobuchar,RT
McSox1,1Romans58,RT
cavereric,RealCandaceO,RT
JeanneHooton,Doodisgirl,RT
indianj2000,MichaelSkolnik,RT
pattirn66,VP,RT
WeThePeopleFor,EricTrump,RT
CJT0427,thewillwitt,RT
josewestbro,RealCandaceO,RT
WHOOPLASH,RealMAGASteve,RT
DianneBarr8,Ricca_19,RT
RightMomma,AllenWest,RT
NancyKr42065306,heyitsCarolyn,RT
GotBeachGlass,NYforSanders,RT
Hops_a_Chord,myserenity69,RT
donnamoon81146,trish_regan,RT
arenbean,TheSharpEdge1,RT
marilenah17,realTylerZed,RT
andersonsc78,EricTrump,RT
CaroleFlint,RepMattGaetz,RT
_twiceborn_,theBrightBurn,RT
Qanon4life,RealCandaceO,RT
mstinz1,,Tweet
scotknocker,ConservativePTZ,RT
daddyomar23,Janel96302589,RT
PeterProvsky,GOP,RT
penny_kendrick,heyitsCarolyn,RT
WombatSocho,RealCandaceO,RT
mitzuhiten,ARmastrangelo,RT
JayWoodLP,JulieBorowski,RT
slickferret,TrinityResists,RT
TheSiliconHill,SteveCase,RT
Connie2835,RealCandaceO,RT
raromacias,AOC,RT
BMarincel,amyklobuchar,RT
Pablo2ndjan,TrinityResists,RT
CharlieTan1911,DanCrenshawTX,RT
JerryD63935,KirstenAllison,RT
jerqjerq,deaf258,RT
GotBeachGlass,ProgShadow,RT
JoanneColombo,letters4trump45,RT
jones9536,RealCandaceO,RT
LythamLiving,realTylerZed,RT
larrye300,WalshFreedom,RT
SusanWi31620743,realTylerZed,RT
AGJeffLandry,,Tweet
henderson_rod,RealJamesWoods,RT
LindaJa47377725,heyitsCarolyn,RT
AJLOVESPETS,RealCandaceO,RT
National_Bot,RealCandaceO,RT
FauxNewsHound,GOP,RT
SamHassenTN,RealCandaceO,RT
sunspot302,Lrihendry,RT
newzealblog,RealCandaceO,RT
MirthDAL,DrJenGunter,RT
darhar981,DanCovfefe1,RT
banjerwoman,Franklin_Graham,RT
HariomDass4,NehaDasi5,RT
CarmenRock4,JaySekulow,RT
WestfieldGinger,heyitsCarolyn,RT
ammy67890,VOANews,RT
CoulsonLance,KTHopkins,RT
theBrightBurn,,Tweet
RosieChihuahua,SaraCarterDC,RT
RICODEGALL0,JordanChariton,RT
steven_m_scott,Jim_Jordan,RT
djdun3,RealMAGASteve,RT
gadgetfreaksta,RealCandaceO,RT
Happygo62185195,realDonaldTrump,RT
jujubeankin,RealCandaceO,RT
john_cassata,Lrihendry,RT
Mathieu1965,RealCandaceO,RT
CaseyHinds,jameshohmann,RT
gnawt12,RealCandaceO,RT
ARC4Freedom,flforchildren,RT
MoonwalkerSama,MtthewRubiin,RT
S51Bill,ptryph26,RT
dawgtildeath,RealCandaceO,RT
Mechanicsudipto,USAHindiMeinrealDonaldTrump,RT
jjaniselaine,RealCandaceO,RT
DeGOYable,RealCandaceO,RT
sj_vet45,Tombx7M,RT
Paloosas,RealCandaceO,RT
WeThePeopleFor,dbongino,RT
psteeler97,RealCandaceO,RT
danrconroy,MarkSimoneNY,RT
faubel,Lrihendry,RT
dookydunlop,heyitsCarolyn,RT
d1017baby,CollinRugg,RT
ggma5757,AllenWest,RT
Bmanbox13,eakuhl,RT
kimriggs50,TheRealBuzz,RT
MissTeresalam,adjunctprofessr,RT
HowiePhillipsMA,HLAurora63,RT
Sammi2000sm,WayneDupreeShow,RT
msrattler57,LaunaSallai,RT
PowerTaking,letters4trump45,RT
ilovetervurens,PattyMurray,RT
dianabechini93,pattonoswalt,RT
GARussell,CycloneRacer,RT
darhar981,DanCovfefe1,RT
kataisa,,Tweet
_JenniferAnne,MichaelSkolnik,RT
bobbie_mcelwain,realTylerZed,RT
cmdr_breetai,,Tweet
Mar_Galeras,VOANoticias,RT
tommyers56,KayaJones,RT
mitzihinkey,Jim_Jordan,RT
pauldauenhauer,amyklobuchar,RT
tjsunrise62,realTylerZed,RT
lorileach14,RealDrGina,RT
GingerCash777,heyitsCarolyn,RT
MxMAKz,jewishaction,RT
SWantowski,TejasPsycho,RT
VeritatisAmante,EricTrump,RT
Puddle431,FLOTUS,RT
kobayashimaru2,kobayashimaru2,RT
Evjone95,RealJamesWoods,RT
RobertL07676311,heyitsCarolyn,RT
djdun3,KAG4All,RT
Lone_Ranger376,KatiePavlich,RT
lbarbara48,george_capen,RT
joshuatobias37,heyitsCarolyn,RT
margarit_martin,,Tweet
jennyek1,,Tweet
guy4013,TamaraLeigh_llc,RT
LadyHuntrFishr,KimStrassel,RT
Adriel012,CBSNews,RT
agapaoflower,RealDrGina,RT
Robert39124535,GOP,RT
KatrinkaUp,FLOTUS,RT
TorsteinFolmo,nowthisnews,RT
RealCandaceO,,Tweet
JerStanczak,amyklobuchar,RT
GAdevoted,TheView,RT
gran_tx,RealJamesWoods,RT
MAGAKellyReno,sweettina2,RT
KahlebKc7976,realDonaldTrump,RT
kobayashimaru2,,Tweet
pattirn66,,Tweet
Tizzybw,JonLionFineArt,RT
Shaken0Stirred,aklange1,RT
nuny2017,heyitsCarolyn,RT
KresserRoxene,heyitsCarolyn,RT
ehcsztin,StephenAtHome,RT
MAGA1Today,,Tweet
VickeyAlberta,JaySekulow,RT
pappymax,AllenWest,RT
EMinEscondido,heyitsCarolyn,RT
pigggielou,Lrihendry,RT
GradyBill,FLOTUS,RT
WHOOPLASH,KAG4All,RT
Barrabarra5,shannonrwatts,RT
SabraMwaura,Michelle4NM,RT
mlevin_nutek,KimberlyMrsRR1,RT
delainegordon,Jim_Jordan,RT
PanteraLa1,RealJamesWoods,RT
Wajihatahir8,tahir1150,RT
Glorybound108,heyadiana,RT
GAdevoted,javanhamiltontv,RT
retrolady101,FLOTUS,RT
edrock1969,DanCrenshawTX,RT
SharzBoston,MichaelSkolnik,RT
AnastasiaGursoy,KamalaHarris,RT
ebaso2,IvankaTrump,RT
mwahmyazz,shannonrwatts,RT
Smokecat11,Jim_Jordan,RT
e21b1eb1c566473,s7785,RT
BCo1732,DreamalityEnt,RT
Linda4490,amyklobuchar,RT
SweetKat111,mrntweet2,RT
Ivan04520737,DeePlorable2016,RT
dennis_pyzah,VOANews,RT
vixenwalker,TurntableKittah,RT
Mike_Lawson_55,WhiteHouseLeaks,RT
iamdjhollywood,pattonoswalt,RT
sans118,Franklin_Graham,RT
tryghin,WBUR,RT
cbeattie49,prageru,RT
jmichaelp62,hirschA8720,RT
GibbyBeasley,Doodisgirl,RT
Artby_April,,Tweet
MumbullsMa,thebradfordfile,RT
1WestTexasgal,MariaGrasmick,RT
sedonasurf,Tombx7M,RT
MoniqueCook20,ColumbiaBugle,RT
AwakeSelf2017,,Tweet
realLarryDay,GOP,RT
MLS3344,EricTrump,RT
joshuatobias37,KTHopkins,RT
BillLowry20,DanCrenshawTX,RT
lacey57246999,TeaPainUSA,RT
edward_bathy,TimRunsHisMouth,RT
SueMetzger1,TeamPelosi,RT
jojos444,TeaPainUSA,RT
barbkval,hardball,RT
kingkamp21,Phil_Lewis_,RT
bobbie_and_leo,KirstenAllison,RT
nancy_hamm1,Doodisgirl,RT
DeeGR8whiteluvr,MichaelT_45,RT
KennethSebasta,TrumperSeaney,RT
KenRoberts112,tan123,RT
sudischuricht,Chris_A10_USA,RT
Jsmcneil6Susan,RealCandaceO,RT
Lovey_1234,AshleyW838,RT
matthewhawks1,realTylerZed,RT
sfahey_imp,george_capen,RT
SurlyBeige,tictoc,RT
Adriel012,JoyAnnReid,RT
jclarson,AOC,RT
USARising2017,deanbc1,RT
Raven3327,RealCandaceO,RT
JackARoe14,TeaPainUSA,RT
reVamp_ing,MichaelSkolnik,RT
oldmarine65,FLOTUS,RT
paige_donner,FLOTUS,RT
SweetKat111,mrntweet2,RT
GAdevoted,aklange1,RT
BelvinMma,lovewave_sw,RT
realmarkmunro,1Romans58,RT
iTimBracken,AOC,RT
blueeefoxx,KAG4All,RT
BoliDundee,RealCandaceO,RT
RoshniAaMom,amyklobuchar,RT
WldRvrFshr,bullriders1,RT
souplady723,realDonaldTrump,RT
shrekfacedkilla,business,RT
DunnoAbout,heyitsCarolyn,RT
etdcampbell,JaySekulow,RT
MumbullsMa,thecjpearson,RT
Henrylewski,heyitsCarolyn,RT
souplady723,realDonaldTrump,RT
GAdevoted,tictoc,RT
morseherrick,TimRunsHisMouth,RT
myyaya7,Jetsta812,RT
stagesofhealing,Michelle4NM,RT
MumbullsMa,robbystarbuck,RT
SunilKumarAus,USAHindiMeinrealDonaldTrump,RT
PeteLarson6,RealMAGASteve,RT
vcarman,WhiteHouseLeaks,RT
afrenchx21,TimRunsHisMouth,RT
Pjw20161951,RealCandaceO,RT
bobette_copper,KimStrassel,RT
MakeupMercedesx,MichaelSkolnik,RT
sudischuricht,Q172018,RT
ReneeB_75,TeamPelosi,RT
tigerband2003,RealDrGina,RT
obscura_city,AOC,RT
GingerCash777,RealDrGina,RT
conlibrarian,SoarForFreedom,RT
RogerBarker5,heyitsCarolyn,RT
EAAJAN,MichaelKugelman,RT
sadie_burgess,pattonoswalt,RT
Therealtrishe,amyklobuchar,RT
rockymusik,Tombx7M,RT
byst,amyklobuchar,RT
juangomezva,GabbyGiffords,RT
WWG1WG2020,Jim_Jordan,RT
RightField75,RealDrGina,RT
JudyB1313,AARPadvocates,RT
ChasingOzPhotog,IlhanMN,RT
DonaldMortens10,heyitsCarolyn,RT
kevinkc5757,Woke_2018,RT
Cp028,TimRunsHisMouth,RT
MumbullsMa,thebradfordfile,RT
TerryLynnWhite2,SenTedCruz,RT
markisley,adamclanton,RT
ReneeB_75,TeamPelosi,RT
primate7,CNN,RT
kellywithacurl,TeaPainUSA,RT
WeThePeopleFor,Jim_Jordan,RT
organic2016,Jim_Jordan,RT
USAHindiMein,realDonaldTrump,RT
DevilDog4Trump,newtgingrich,RT
eric_gilb,KatiePavlich,RT
bird_vince,bigleaguepol,RT
WeThePeopleFor,KimStrassel,RT
theotherluan,KamalaHarris,RT
TasmarazTas,TeriGRight,RT
SweetKat111,KAG4All,RT
nickysduck2,TimRunsHisMouth,RT
Allihottcholol1,FLOTUS,RT
mountainhighma1,heyitsCarolyn,RT
rdhnatural2,realDonaldTrump,RT
jrsoxfan,RepMattGaetz,RT
SweetKat111,RealMAGASteve,RT
MILTONESPINOZAF,LifeNewsHQ,RT
T0mCamp,,Tweet
VeritatisAmante,CarpeDonktum,RT
BeverlyG2,Debbie_Vesino,RT
martylawson,MichaelT_45,RT
catluver14,AOC,RT
LindaBymoen,nowthisnews,RT
ReneeB_75,TeamPelosi,RT
tsnem38,s7785,RT
___SHYNY___,JessieJaneDuff,RT
nina431,EricTrump,RT
stetayen,RepCohen,RT
MyLandsberg,heyitsCarolyn,RT
audean16,AmyMek,RT
preacher18280,CollinRugg,RT
WickedTrumpLady,Lrihendry,RT
ElisabethPhili1,CollinRugg,RT
llubas,letters4trump45,RT
scotknocker,JaySekulow,RT
PrezMoron,SteveRattner,RT
SylviaZ1913,tedlieurealDonaldTrump,RT
theBrightBurn,,Tweet
TaurusBone,TeamPelosi,RT
Raven3327,BillOReilly,RT
KayaColor,MarkRuffalo,RT
brice_rosen,FLOTUS,RT
MumbullsMa,CarpeDonktum,RT
bobette_copper,KimStrassel,RT
_heyclau_,KamalaHarris,RT
GordonGamble,TeaPainUSA,RT
AlexxxGee__,votolatino,RT
EWitti,mikebwonder,RT
PTFGAL,LifeNewsHQ,RT
EricaYox,aijenpoo,RT
Partyhobo,RealTimBlack,RT
Derrick_RE,RealJamesWoods,RT
ReleaseMemeaux,lightof1000suns,RT
ggma5757,AllenWest,RT
Dedona51,Sundncefn,RT
TerryDi60,KTHopkins,RT
ReneeB_75,RepAdamSchiff,RT
cbfrawls,CarpeDonktum,RT
EightTons,tictoc,RT
DeeF07059278,JaySekulow,RT
MichaelT_45,mollyday15,RT
Ursalette,fishboy147,RT
greeeneyedwhwom,amyklobuchar,RT
ReleaseMemeaux,lightof1000suns,RT
mollylolzzz,CarpeDonktum,RT
QBringsTruth,intheMatrixxx,RT
mbvukutaphiri,hardball,RT
TinaOGbiker,heyitsCarolyn,RT
RWU1979,,Tweet
pattietime,Emma4Change,RT
kimiw506,Telford_Russian,RT
JuliaDuken,nowthisnews,RT
ddkernan,realTylerZed,RT
poppycede,aijenpoo,RT
ReneeB_75,JordanUhl,RT
Teacloc,,Tweet
aeidinger,C2Strategy,RT
Glorybound108,PoliticusSarah,RT
llubas,MichaelT_45,RT
GIowing0rb,TeamPelosi,RT
DarkToLight17,EpochTimes,RT
Jenliznews,Franklin_Graham,RT
NYGiantsFOREVER,RealJamesWoods,RT
ExLawCharli,SteveRattner,RT
SoarForFreedom,SoarForFreedom,RT
courtney00jewel,EstevanMesa,RT
Superman_o_0,business,RT
JuliaDuken,mindfad,RT
preacher18280,JessieJaneDuff,RT
UrHero007,RickOhioImBack,RT
JoannaFuhrman,amyklobuchar,RT
PatPsampson45,TeaPainUSA,RT
trump_gays,realTylerZed,RT
mericaisrael,newtgingrich,RT
LenaZ81300625,heyadiana,RT
sinaicedars,tedlieu,RT
_debo14,AOC,RT
LindaForAmerica,TheSharpEdge1,RT
guy4013,heyitsCarolyn,RT
joshaldilli,NehaDasi5,RT
rickbigmoney,RealJamesWoods,RT
GIowing0rb,TeamPelosi,RT
Melissa31920880,EricTrump,RT
Rocket_arm,FLOTUS,RT
Sheryl_in_NH,BernardKerik,RT
MenesesRudy,,Tweet
tato_kay,JordanChariton,RT
leenebi17,CarpeDonktum,RT
bobcatgrl,DanCrenshawTX,RT
debsimon23,LisaSmith4680,RT
davidbcrumbs,letters4trump45,RT
sgfgceleste,business,RT
LovesToDoGood,Analisa_Swan,RT
gladysrocha211,realDonaldTrump,RT
danny_hannah,charliekirk11,RT
KennethSebasta,RealJamesWoods,RT
axl_rosey,RealMattWalter,RT
ReneeB_75,SSWorks,RT
edwised,heyitsCarolyn,RT
martineznolvi85,JaySekulow,RT
cynthiamg95,fatherhoops,RT
JGregoryyy,AOC,RT
sharonjustice,charliekirk11,RT
LotraineH,TeaPainUSA,RT
ebaso2,OscuraPraetoria,RT
USinTT,,Tweet
CathyC28,TeaPainUSA,RT
BillBat26852319,Jim_Jordan,RT
DLZMAGA,1Romans58,RT
RepCohen,,Tweet
CheeTaal,EricTrump,RT
gladysrocha211,realDonaldTrump,RT
DavidTh42675935,RepBarbaraLee,RT
ChinaGroveNC,,Tweet
Luru601,jojoh888,RT
tcb1270,EricTrump,RT
Yo_itzPboy,mindfad,RT
NeanderthalLuvr,Rainbow_Whisper,RT
TrumpGal7,ACTBrigitte,RT
Johnson51449381,RepAdamSchiff,RT
archeryinVT,ProgShadow,RT
joannaryalls,1Romans58,RT
MMMAGA9,KayaJones,RT
Kaspary1212,RealCandaceO,RT
MarySydu,SaRaAshcraft,RT
SusanWi31620743,heyitsCarolyn,RT
radarcontact1,cain_nate,RT
JAllenAdams,John_KissMyBot,RT
edwina_eppley,pattonoswalt,RT
HutchinsonCyndi,cain_nate,RT
dinsmorepat1,LifeNewsHQ,RT
khenry657,Jim_Jordan,RT
GibbyBeasley,RealDrGina,RT
emmylove000,VOANoticias,RT
pearleco123,ActualAlexZ,RT
MaggieGarcia37,Jim_Jordan,RT
browngravy_93,LifeNewsHQ,RT
zoeygroman,KamalaHarris,RT
gade69,HLAurora63,RT
msbizz73,Don_Vito_08,RT
LawsEris,TerriGreenUSA,RT
rgarner0451,TeaPainUSA,RT
Dondorey1,realDonaldTrump,RT
tommyers56,KayaJones,RT
eye_amSecond,AllenWest,RT
Glorybound108,AOC,RT
Rush530,RealJamesWoods,RT
AnagbadoChimez1,JaySekulow,RT
ScorpioPatriot,RealCandaceO,RT
Cheryljoy7,MillennialCon_,RT
Rebelcop,benderbarbarian,RT
IndivisableJ,JonLionFineArt,RT
Dondorey1,realDonaldTrump,RT
ClarkHutchinso2,heyitsCarolyn,RT
WeThePeopleFor,KimStrassel,RT
michaelkelly68,,Tweet
ClaireWitDaHair,tictoc,RT
Stanley37523796,AllenWest,RT
SuzyBelle3,intheMatrixxx,RT
lovewave_sw,,Tweet
dblawson13,RealJamesWoods,RT
DailyDeacon,heyitsCarolyn,RT
RogerBarker5,RealDrGina,RT
InkSketch,AOC,RT
kayla_melmar29,,Tweet
HegaziHaneen,OutFrontCNN,RT
lordez56,TeaPainUSA,RT
Mike_Shid,MichaelT_45,RT
rk70534,Ilhan,RT
PinkPrism1,AmericaFirstPAC,RT
lvisrulz,fatherhoops,RT
DevilDog4Trump,usminority,RT
ElephntNTheRm,Doodisgirl,RT
wedensmore,JonLionFineArt,RT
LindaForAmerica,Jim_Jordan,RT
docrenk,realDonaldTrump,RT
MichaelT_45,mollyday15,RT
jacquestoddard,Jim_Jordan,RT
ConservateurOff,BranaaJean,RT
lmoraleslawyer,VOANoticias,RT
onmalecon,OHDems,RT
seeisb,hirschA8720,RT
fortunenewo,ThePatriot006,RT
DeeGR8whiteluvr,StandingDarrell,RT
MyLandsberg,jojoh888,RT
hunnibunni1951,DanCrenshawTX,RT
s_joyann,FLOTUS,RT
FrogOfKek,realTylerZed,RT
DorieOlds,realTylerZed,RT
DJTsavesAmerica,CattHarmony,RT
misongrey,,Tweet
eric_gilb,thecjpearson,RT
david_mcwalter,newtgingrich,RT
debiontheweb,DGComedy,RT
JustKat13,RealMattWalter,RT
sealsmuzik74,RealCandaceO,RT
TSaewono,IvankaTrump,RT
lori_tech,Tombx7M,RT
IMNoman3,RealDrGina,RT
MarkGooch4,KTHopkins,RT
SpydrrVay,pattonoswalt,RT
GenevieveMcCun1,Franklin_Graham,RT
docrenk,realDonaldTrump,RT
painchaud_gail,DrJenGunter,RT
mycatsmom99,MaryC_mlc4123,RT
Wildirish216,MrsMogul,RT
marynelle1944,AllenWest,RT
__domharris,AOC,RT
tony__d,ActualAlexZ,RT
mikemulligan13,JeffreyGuterman,RT
RabidBadger,,Tweet
jpwrites1,hardball,RT
redraider1965,MagaAngeles,RT
Southernfor45,1Romans58,RT
larssolarsen,FullFrontalSamB,RT
anniereddj,,Tweet
LindaJa47377725,realTylerZed,RT
wtime90,Michelle4NM,RT
flforchildren,,Tweet
Heeeellllooooo,lockemup8,RT
CarolKl87912520,RepRaulGrijalva,RT
chi_erica,KamalaHarris,RT
gulls__,ThisIsZeroHour,RT
TiaCarra,colgrove11,RT
firearmslawyer,Franklin_Graham,RT
vp2450,realTylerZed,RT
grrseeya,Michelle4NM,RT
DeeShutsItDown,mayor_margo,RT
mlevin_nutek,EricTrump,RT
Abbysylvester96,RPedro_IV,RT
eatkinson48,magaxxoo,RT
SylviaZ1913,SaysHummingbird,RT
LifeNewsToo,,Tweet
JP_Crowley10,marcorubio,RT
crisbycritter,hirschA8720,RT
cannatag1,StateDeptrealDonaldTrump,RT
prokaski,hirschA8720,RT
PritchettHollis,Jim_Jordan,RT
wilytone,missbreton,RT
annierrobins,Lrihendry,RT
OffDutyEmperor,trishmc1958,RT
chelsea1935,adjunctprofessr,RT
dcfodder,realDonaldTrump,RT
SbrendagSheila,TeaPainUSA,RT
racoonraiders,eakuhl,RT
brice_rosen,charliekirk11,RT
LYKINN,RealJamesWoods,RT
bullriders1,,Tweet
LifeNewsHQ,,Tweet
ntantawy,IlhanMN,RT
MichaelT_45,SonniGilley,RT
clive_uttley,Doodisgirl,RT
CarolKl87912520,RepRaulGrijalva,RT
lizettedeleon_,RPedro_IV,RT
HunterPslanginD,realTylerZed,RT
liatb01,nowthisnews,RT
Taffi801,,Tweet
EstherMJohnston,DrJenGunter,RT
BooBooNyc,realTylerZed,RT
dcfodder,realDonaldTrump,RT
QMEUP2,EricTrump,RT
PaddyTopp,FLOTUS,RT
DebAlwaysTrump3,hirschA8720,RT
TIMSHEL51,PotomacFan,RT
NancyMoffett6,SpecNews1SoCal,RT
DavidPepper,OHDems,RT
devenym_11,RPedro_IV,RT
Raulsv98,NASA,RT
shihtzzu,JaySekulow,RT
sdruxyusa,heyadiana,RT
QMEUP2,SteveKingIA,RT
TonyCannon4,FLOTUS,RT
catluver14,KamalaHarris,RT
ProgresiveHippy,TYTArmy3,RT
_selgmz3,Michelle4NM,RT
tncitizenaction,ThinkTN,RT
Paytonkeel00,tictoc,RT
hudeatsbugs,,Tweet
Operatorof7G,Redpainter1,RT
GGfreedom,yesthatCarlo,RT
AlexPiz4363,realTylerZed,RT
EdwardAvalos,TelemundoNews,RT
gromero2020,DonnaWR8,RT
DavidLLevacy,FrankLaRose,RT
CCookie18,adjunctprofessr,RT
TrumpWatchNews,MiaFarrow,RT
caposea2,JonLionFineArt,RT
stl900,GOP,RT
sherrynron,heyitsCarolyn,RT
hubbard2015,RealDrGina,RT
lulabelldesigns,obianuju,RT
shihtzzu,SebGorka,RT
cuteypandapie11,MichaelSkolnik,RT
GODBLESSUSALL6,heyitsCarolyn,RT
1WestTexasgal,CycloneRacer,RT
onlinesales4u,heyitsCarolyn,RT
Parcival2,TeaPainUSA,RT
fuzymunky34,GrahamAllen_1,RT
JillLyonMiller,Jim_Jordan,RT
melony610,IndyK46220,RT
JWorsnick,TeamPelosi,RT
VaneKomics,EricTrump,RT
Upalllnite,RealJamesWoods,RT
mcrosson,bill_auclair,RT
Scheunemans,RealJamesWoods,RT
libertyraven,Sundncefn,RT
amazingfavors,Jim_Jordan,RT
SarahC98,KamalaHarris,RT
mariah_seigel,IlhanMN,RT
jswainhart,AOC,RT
Patches122333,TheMorningSpew,RT
hI1bJowdkwdTeHp,FLOTUS,RT
wenks_susan,IndyK46220,RT
Dmarie99walt,TimRunsHisMouth,RT
Earwormz4U,TeamPelosi,RT
correocaliente1,realDonaldTrump,RT
lockemup8,,Tweet
Dkmorris0204,hirschA8720,RT
annabella313,amyklobuchar,RT
shihtzzu,GOP,RT
gance_linda,TimRunsHisMouth,RT
Labyrinth_free,heyitsCarolyn,RT
sandi_que,KTHopkins,RT
AuhsdBond,thedailybeast,RT
joej2020usa,,Tweet
evangesolc,Jim_Jordan,RT
LindaForAmerica,AmyMek,RT
taylorcook103,realDonaldTrump,RT
darhar981,TejasPsycho,RT
lauraocti,JuaNyP__,RT
65_mitchell,RealCandaceO,RT
vigilante_tina,ChaseMit,RT
JSOC_DF2,,Tweet
YankeesLuvr2,heyitsCarolyn,RT
davhalter,RealDrGina,RT
psualum1,Tombx7M,RT
reesean,Emma4Change,RT
Susanaangelc,KamalaHarris,RT
lori_tech,heyitsCarolyn,RT
USPATROIT4EVER,FLOTUS,RT
JWCforAmerica,BryanKemper,RT
unablogger,GOP,RT
dresunerin1972,AdotGif,RT
BosePramesh,,Tweet
USARising2017,MichaelT_45,RT
vetstorm91,TrinityResists,RT
TasmarazTas,FLOTUS,RT
VaneKomics,TallahForTrump,RT
alorr4uz,amyklobuchar,RT
AnilNS425,SenTedCruz,RT
