screen_name,retweeted_user,content_type
MMLW61,1Romans58,RT
JHuwhite,KTHopkins,RT
cxrlosrdz,RPedro_IV,RT
BrodySommers69,,Tweet
alex_lopezs,Michelle4NM,RT
SherryLeggett,RealCandaceO,RT
ElleYork2,IlhanMN,RT
dktietze,heyitsCarolyn,RT
DelphiaMld16,Dawn_DeMore1,RT
MxRevenge1,AJEnglish,RT
Princes07160910,HLAurora63,RT
gbroh10,fatherhoops,RT
HumboldtBunny,NastyWomenofNPS,RT
a76r,eakuhl,RT
SavannahBelle01,realTylerZed,RT
MargaretEverson,SenTedCruz,RT
david_mcwalter,Franklin_Graham,RT
HoneyBakedChan,VCamron_writer,RT
AshbySebol,SenTedCruz,RT
Dean_Gberg,NYforSanders,RT
AIM_M86,realTylerZed,RT
WaldenE,Left_Can_Win,RT
LyneAs1,ItsGeraldineHoe,RT
Craig_Thurow,nytxnn,RT
LatPoliticalAve,DrDenaGrayson,RT
AMHolmes0428,,Tweet
duster_john,RealCandaceO,RT
lynn_weiser,DLoesch,RT
grifo510,EricTrump,RT
TripJCrypto,RealCandaceO,RT
TexBlue,Doodisgirl,RT
neelimatripathi,USAHindiMeinrealDonaldTrump,RT
Michael33997112,newtgingrich,RT
NewsForThinkers,Franklin_Graham,RT
Candy1967_,WhiteHouseLeaks,RT
CFRAZIER329,RealCandaceO,RT
RJNelson13,FrankLuntz,RT
terry50_terry,Tombx7M,RT
amorphousLiz,RepCohen,RT
sue_tillland,BrentBozell,RT
LoyalPatriot71,RealCandaceO,RT
rob_arias1,KTHopkins,RT
allseeingjesus,nowthisnews,RT
jonahogan,intheMatrixxx,RT
charbship,joyreaper,RT
MallowJeremiah,newtgingrich,RT
rhhhhh380,RealCandaceO,RT
refugeingrief,MSF_USA,RT
968ac87b8bb4404,GOPChairwoman,RT
PiinkSp4rkles,intheMatrixxx,RT
JoveQs,BonaFideAdalis,RT
CORWIG3,EpochTimes,RT
kkjhaw,RoseDC11,RT
donstorms1,RealCandaceO,RT
PiinkSp4rkles,intheMatrixxx,RT
kaleek12,JonLionFineArt,RT
julie2003_17,RealCandaceO,RT
dandebellis,RealCandaceO,RT
preistdaniel,RealJamesWoods,RT
giffmacshane,TeaPainUSA,RT
EttieneTukker,EricTrump,RT
kimmi_bby,,Tweet
NinaMar10031107,RealCandaceO,RT
ReginaLiparoto,RealJamesWoods,RT
spookysae,DrLeanaWen,RT
Texanna33,MarkMallardi,RT
rvmirrorsgs,heyitsCarolyn,RT
PiinkSp4rkles,intheMatrixxx,RT
TimTerlato,newtgingrich,RT
ACTORVIST_PRLFQ,DeanObeidallah,RT
SofiaSnodgrass,RealCandaceO,RT
PiinkSp4rkles,intheMatrixxx,RT
NotEnchanted,IlhanMN,RT
SherryLeggett,RealJamesWoods,RT
GowdyBoogaloo,adamclanton,RT
Snikk,,Tweet
sue_tillland,RealCandaceO,RT
Pickleboogers,EricTrump,RT
Luminescent663,RealCandaceO,RT
lanell_nelson,BrentBozell,RT
Riay25,CoryBooker,RT
DevilDog4Trump,BrentBozell,RT
ProTrumpPatriot,EpochTimes,RT
Katy1927,RealCandaceO,RT
algaut52,KTHopkins,RT
Doalie,,Tweet
Preislerglenn,RealJamesWoods,RT
southpaw816,RealCandaceO,RT
LoRosS26,FLOTUS,RT
Sunshine4744,RealCandaceO,RT
Norahsekud,heyitsCarolyn,RT
realblee88,FLOTUS,RT
linckerney,johncardillo,RT
Lisa61814752,IvankaTrump,RT
realGlennGriggs,Franklin_Graham,RT
debk2020,Truthseeker126,RT
PamelaJoWilson1,FLOTUS,RT
BlueGitana,IlhanMN,RT
FeightStacy,JonLionFineArt,RT
FortSmithLife,GeneMcVay,RT
artist20124,RealCandaceO,RT
chilllingwithme,Str8DonLemon,RT
RonJellison,RealCandaceO,RT
spert51lsn,RealCandaceO,RT
ellabella_007_,2runtherace,RT
aliceeleach,SenShelby,RT
tab3317,DanCrenshawTX,RT
Tomhedrick,heyitsCarolyn,RT
IntelligentCan2,TGranicAllen,RT
GrayArea15,peterdaou,RT
politicalnerd58,TeaPainUSA,RT
BettsDr,ImmJusticeNOW,RT
Birder511,RealCandaceO,RT
slickwillyp1,RoseDC11,RT
Woodcat0214,KAG4All,RT
lindadoherty4,TeaPainUSA,RT
darryl_brooks,george_capen,RT
Earthrain34,goal1321,RT
sivan1040,RealCandaceO,RT
sullivankathle1,TheBeatWithAri,RT
celatsuarezg,VOANoticias,RT
Tsar_vseja_Rusi,RealCandaceO,RT
ATayters,IlhanMN,RT
Teejwvu,SpeakerPelosi,RT
elmanomora,Michelle4NM,RT
1967pontiactig1,yoruguaenusa,RT
Sweet_PeaBelle,Tombx7M,RT
neff630,RealCandaceO,RT
caselvis58,RealJamesWoods,RT
keyabardien,IlhanMN,RT
TMODOM,MSF_USA,RT
2nd_little,TrinityResists,RT
DCdeciphered,SenBlumenthal,RT
Deputydog14,TimRunsHisMouth,RT
KimmyB_the1,Michelle4NM,RT
METOOFUTOO,newtgingrich,RT
SillyDora,KTHopkins,RT
Gandalfthelove,TeamPelosi,RT
ItHasBegun2016,IlhanMN,RT
Only1Lori,KamalaHarris,RT
DebraLBrown6,TeaPainUSA,RT
ACIR9,jojoh888,RT
DanawenzelG,DrMartyFox,RT
bateshotel_biz,IlhanMN,RT
LasseterCome4th,stranahan,RT
EdIsBackKAG2020,NewRightNetwork,RT
milkkgarden,PPFA,RT
jforeman23,heyitsCarolyn,RT
GaillevittGail,george_capen,RT
AADVANTAGEPAINT,MichaelT_45,RT
diane_avant,KatiePavlich,RT
ryoatl,Grandeza2020,RT
JasmineDalton17,heyitsCarolyn,RT
TbruchTim,RealCandaceO,RT
CaptFyke,RealJamesWoods,RT
bowhunterbarry,realTRUMPERLAND,RT
Latina_N_Right,RealCandaceO,RT
QMEUP2,John_Wayne1111,RT
jtempleelizabet,JevonWilliamsVI,RT
LiberalUtopia,GOP,RT
Jeremy_Mitzuk,RealCandaceO,RT
Freedom_220,Jim_Jordan,RT
foggybottomgal,ThinkTN,RT
heyitsCarolyn,letters4trump45,RT
PiinkSp4rkles,intheMatrixxx,RT
SchmidS2,RealCandaceO,RT
terry50_terry,FLOTUS,RT
Pureice2402,TeamPelosi,RT
JakefrmSF0711,RealJamesWoods,RT
lisaturnerdecor,RealCandaceO,RT
PiinkSp4rkles,WhiteHouseLeaks,RT
Bellanieve,thelionlogos,RT
wease_cindra,heyitsCarolyn,RT
meequalsfree,BrentBozell,RT
ConnieBlock2,realTylerZed,RT
GetOutUBum,george_capen,RT
gasinger57,FLOTUS,RT
BryanBroome1,RealCandaceO,RT
jtempleelizabet,JevonWilliamsVI,RT
earth1_,llbtheartist,RT
Rosko311,,Tweet
ThAlMeArCrEq,BrentBozell,RT
TexBlue,conservativma,RT
MissyTarver,TeamPelosi,RT
Martinjx1,SenBlumenthal,RT
JustBeinCraig,colbertlateshow,RT
Jim0899,Jim_Jordan,RT
mikegraham57,RepCohen,RT
ladyhawkerfinds,TrinityResists,RT
purvy7,charliekirk11,RT
MomPortie,SenSchumer,RT
gemooreii,HLAurora63,RT
lisa_germaine,,Tweet
deputyjasIII,CityofTwoRivers,RT
FDAllenGroupInc,,Tweet
whreno,ConservativePTZ,RT
sheeda418,JonLionFineArt,RT
jtempleelizabet,JevonWilliamsVI,RT
reesean,voxdotcom,RT
jcoffeebean,FLOTUS,RT
flipendo101,adamclanton,RT
MikeMay33969137,RealCandaceO,RT
LujanOconnor,TeaPainUSA,RT
rick_guinn,RealCandaceO,RT
SiddonsDan,NewRightNetwork,RT
n00ge8,Call_Me_Dutch,RT
1776musket,DLoesch,RT
hkmeehan,RealCandaceO,RT
Dianej209,resist_kagode12,RT
Niorvis1,WhiteHouse,RT
1WestTexasgal,TinRepublicOfTX,RT
p1webb,GeoWashPundit,RT
Green0101010,letters4trump45,RT
WilliamKBeard4,RealJamesWoods,RT
MarcusT1978,RealCandaceO,RT
Upalllnite,KTHopkins,RT
macbean221b,IlhanMN,RT
Koalabare62,EricTrump,RT
wwg1wga2020,RealDrGina,RT
debk2020,heyitsCarolyn,RT
BeverleyMaxwe15,mikebwonder,RT
CAnaniev,RitaPanahi,RT
D2summit,TheDailyShow,RT
DevilDog4Trump,FBIPeterStrzok,RT
SBAgov,SBALinda,RT
MagaSherrie,heyitsCarolyn,RT
kevin9359,RealCandaceO,RT
RockyTopRedneck,RealCandaceO,RT
LaurePerlee,TeaPainUSA,RT
NYROYALKING,FLOTUS,RT
CPellageNCT15,FLOTUS,RT
Lavonne49242314,_IamAnita_D,RT
repman247,heyitsCarolyn,RT
itsmemuggsy,RealCandaceO,RT
Green0101010,MichaelT_45,RT
ToniSim18271994,RealCandaceO,RT
CamlynG,realTylerZed,RT
snipingpanther,DanCrenshawTX,RT
rkaylorone,AllenWest,RT
NancyKoda,WhiteHouseLeaks,RT
greenstein_gigi,BryanDawsonUSA,RT
_Lefty23,RealCandaceO,RT
JustAHuskerGal,TrinityResists,RT
KnightsofBlue,amyklobuchar,RT
Wendy_Miles1970,TrinityResists,RT
jtempleelizabet,dennislennox,RT
gbroh10,Tombx7M,RT
cjohnson6603,TODAYshow,RT
Nicole_Creston,MrDanZak,RT
musicman08,Lrihendry,RT
sabela13,SenBlumenthal,RT
Jayred_R,RealCandaceO,RT
KaileKefi,,Tweet
debbiediesen,amyklobuchar,RT
kldreams61,RealJamesWoods,RT
deejjj234,realTylerZed,RT
JacobAPenrod,dwallbank,RT
darcycocozza27,RealJamesWoods,RT
sturm_tracey,Str8DonLemon,RT
haust1967,RealCandaceO,RT
katemauro,TheMorningSpew,RT
AlanRugg1,KTHopkins,RT
FiDiNYer,TimRunsHisMouth,RT
capeandcowell,capeandcowell,RT
mikezzz111,MrsMogul,RT
VERANEWSOME,JeffreyGuterman,RT
JudyCurtright,RealCandaceO,RT
MentatThe,,Tweet
TCM4950,RealCandaceO,RT
ChelRBR,DLoesch,RT
fairnsquare42,jameshohmann,RT
psepi,TeaPainUSA,RT
Brown43Doug,RazorPack65,RT
Gurtejsinghatwa,NYforSanders,RT
crispy1163,RealDrGina,RT
JSMawooa,RealCandaceO,RT
alexandrarossi9,KamalaHarris,RT
VirtualUnwinds,,Tweet
MarkPickett3,RepMattGaetz,RT
Othalarge6,RealCandaceO,RT
JanetPatrickLu1,mikebwonder,RT
randyallran,RealCandaceO,RT
DEANSCH57749809,MagaAngeles,RT
franmcc14,SteveScalise,RT
Dwhthediver,DanCrenshawTX,RT
49erJojo,GeoWashPundit,RT
DestinyReelly20,RepDeanPhillips,RT
pgrsn91,Franklin_Graham,RT
randybachmann,RealCandaceO,RT
ThomasDeMatteo7,ItsMeCathi,RT
IrmaBel53130008,PsychoMetalHed,RT
CWalle14,DanCrenshawTX,RT
hfreedom,joelytrumpshate,RT
lisakjell571,dcbat,RT
chilllingwithme,John_KissMyBot,RT
VibesPetri,Staff_Commodore,RT
ChelRBR,Tombx7M,RT
barrysusa,RealCandaceO,RT
Enki2270,StartMagNews,RT
camsre52,EricTrump,RT
amanborn59,TheDailyShow,RT
BlognificentB,SteveScalise,RT
hamm_pug,RepBobbyRush,RT
tiki244,TulsiGabbard,RT
An_fibrofog,,Tweet
mjgilliam09,Jim_Jordan,RT
mxgoldie,RVAwonk,RT
AnarchaSexRays,JimBovard,RT
DPonizil,MikeLevinCA,RT
jeanenev,MrsMogul,RT
daniejaye,realTylerZed,RT
LiberalUtopia,RealCandaceO,RT
wtfbaile,KamalaHarris,RT
whoskelsey,IlhanMN,RT
StorinoCarmella,mikebwonder,RT
jtbilotta,bryanbehar,RT
Mrs_Malindo,Jim_Jordan,RT
GeekGirlsRule,pattonoswalt,RT
SistaShellie,Tombx7M,RT
spicleangelo,Geebsvega,RT
JenZam5,Jetsta812,RT
thetailwagsthe1,,Tweet
zidanesboots,tedlieurealDonaldTrump,RT
1776musket,RealCandaceO,RT
1WestTexasgal,michaeljohns,RT
Judekarma909,Jetsta812,RT
BassWorldBrad,BassWorldBrad,RT
Shinobi1kenobii,SaraCarterDC,RT
gpshort,RealDrGina,RT
TheRealLarryT,DanCrenshawTX,RT
Deggins8,ChrisRowland9,RT
Wasp2021,ChrisJZullo,RT
anipe041,USAenEspanol,RT
gina_howey,Jim_Jordan,RT
RLPuckett,RNRKentucky,RT
tiki244,TulsiGabbard,RT
ViewFromWise,RVAwonk,RT
skys_me,KTHopkins,RT
Liberty5380,TulsiGabbard,RT
TheTrueNLP,GOP,RT
10thCrusader,Truthseeker126,RT
TWoman1958,NewRightNetwork,RT
GradLcc,RealCandaceO,RT
jcoffeebean,EricTrump,RT
meadows288,heyitsCarolyn,RT
sofiegeorge,CarpeDonktum,RT
borgesbsoto,Franklin_Graham,RT
Alxandro,realTylerZed,RT
Stargaz98500427,BrentBozell,RT
back21973,J_TrumpIN,RT
Marvelous_Being,KamalaHarris,RT
edgarkkis,IvankaTrump,RT
GrabertJeremy,RealCandaceO,RT
SellHomesAV,JonLionFineArt,RT
AGerberBaby,cain_nate,RT
NytiaHenry,RealCandaceO,RT
TeriGRight,JaySekulow,RT
caseal58,newtgingrich,RT
ViewFromWise,RVAwonk,RT
carlg341,newtgingrich,RT
NancyStegall,TeaPainUSA,RT
JohnKaster,SteveRattner,RT
KAG4Eva,KAG4Eva,RT
mwilliams3865,RealCandaceO,RT
Mattches69,AC360,RT
chelsea1935,Ilhan,RT
stephrabig,heyadiana,RT
2040NYC,EricTrump,RT
DragonEmpressEn,ScottPresler,RT
56n111w,SenTedCruz,RT
JJ29350995,EpochTimes,RT
AshleyEdam,FLOTUS,RT
StachuraMishka,CaliDeplorable,RT
megan_madore,pattonoswalt,RT
Upalllnite,EricTrump,RT
DustSpeckDwllr,myserenity69,RT
DianaPaul10,TeamPelosi,RT
bbmanatee,SenAlexander,RT
TheTrueNLP,newtgingrich,RT
BusterTiberiusB,DennisMJordan,RT
dawgtildeath,heyitsCarolyn,RT
tiki244,TulsiGabbard,RT
LifesAB89104175,amyklobuchar,RT
butch_hoffman,LisaSmith4680,RT
MnTom5,_metafizik,RT
KMDRforOHIO,JamesWa55188246,RT
bordwell_c,MrsMogul,RT
LindaForAmerica,adjunctprofessr,RT
MikeLawrey32,eakuhl,RT
sofiegeorge,Jim_Jordan,RT
mcsmith6005,amyklobuchar,RT
GChrestenson,JonLionFineArt,RT
justadad21,heyitsCarolyn,RT
Mattches69,MSNBC,RT
addellis,LifeNewsHQ,RT
athelass,RealJamesWoods,RT
sossesoppa,KTHopkins,RT
N2moreperfectU1,KNIPTX,RT
cwalldarnaby,heyitsCarolyn,RT
catthompson44,TheMorningSpew,RT
Isabel68001311,VOANoticias,RT
DebiLevine3,colgrove11,RT
ckgirl67,TimRunsHisMouth,RT
shannoneffects1,smart_whit,RT
TheRiVenRiVer13,,Tweet
Briteeye777,MagaAngeles,RT
unknow12344,nowthisnews,RT
SDNorthShore,SteveScalise,RT
JonWiener1,,Tweet
stitcher994,FLOTUS,RT
PamCouch87,adamclanton,RT
iddesign1robert,SaintJrich,RT
MohdJoma,pattonoswalt,RT
mayfume,PMiguelArrazola,RT
Terroirwalker,StephenAtHome,RT
dotti1a,LifeNewsHQ,RT
carazariah,IvankaTrump,RT
guardinganange1,mishacollins,RT
JanetHo89444708,Jim_Jordan,RT
bohmish,KamalaHarris,RT
TheTrueNLP,RealJamesWoods,RT
JessicaRicharte,TXRightToLife,RT
counsellorsolo,pattonoswalt,RT
JDRains11,heyitsCarolyn,RT
mnm7684,,Tweet
1americanguy,,Tweet
MickyCallen,Scavino45,RT
jason_brink,gcramer30,RT
DeanAshe777,RepMattGaetz,RT
MHB1070,EricTrump,RT
JVATALARO,redisthenewcool,RT
aliceeleach,Franklin_Graham,RT
msusan1030,newtgingrich,RT
Hyem12,MrsMogul,RT
Lynnj807J,RealJamesWoods,RT
ConradBeckner,TeaPainUSA,RT
mamalla76375383,RealCandaceO,RT
CindyMcMurtrey,RealJamesWoods,RT
Green0101010,PsychoMetalHed,RT
p1webb,BrentBozell,RT
sheryllima,Trumptbird,RT
FrankMicko1,Left_Can_Win,RT
france33026,DanCrenshawTX,RT
GAMMARAYS1978,TheRealBuzz,RT
DPonizil,Daniel_Lewis3,RT
merribethv,RealCandaceO,RT
rockhillbillies,RealMattWalter,RT
travelgraham,KamalaHarris,RT
ron1969john,,Tweet
RealCinders2,mikebwonder,RT
LaylaAlisha11,HLAurora63,RT
Goinbi11,RealJamesWoods,RT
ResistanceNOW77,,Tweet
KarlRod727,Surabees,RT
jennbarreto_,nowthisnews,RT
SwaggerIan23,EricTrump,RT
larondeb,RealCandaceO,RT
CatlavJ,BrentBozell,RT
watchingfoxes,Jim_Jordan,RT
AlanPrkns,TeaPainUSA,RT
Drbob444,hirschA8720,RT
virgo2757,Doodisgirl,RT
YW3CA,YWCAUSA,RT
sarwonodoang,IvankaTrump,RT
triple_duece,Lrihendry,RT
lalaviealoha,LNW4Trump,RT
Debdwv,TheLoyalO,RT
ESpence00496851,TeaPainUSA,RT
BonezOslo,TeamPelosi,RT
jrod1227,jojoh888,RT
woitekj,WhiteHouseLeaks,RT
DJCraigTwitty,HLAurora63,RT
BHSis4EVER,EricTrump,RT
johnbramundo,heyitsCarolyn,RT
BeetlesMomma,BFT_Podcast,RT
TeamBronwen,DanCrenshawTX,RT
dh_wil,FLOTUS,RT
LJMatthews3,JonLionFineArt,RT
Murphgal1991,realTylerZed,RT
LaCheeseMosa,KamalaHarris,RT
Lone_Ranger376,RealDrGina,RT
DunnoAbout,FLOTUS,RT
HauseChandler,heyitsCarolyn,RT
KevinGi46693568,Matthewcogdeill,RT
ADevotedYogi,ADevotedYogi,RT
JoleneDoty,RealCandaceO,RT
KMDRforOHIO,StandingDarrell,RT
longgone2345,intheMatrixxx,RT
JoanneTirado09,HLAurora63,RT
NIHDirector,,Tweet
Happygo62185195,Lrihendry,RT
Desert2theSea,GeoWashPundit,RT
mjgilliam09,DanCrenshawTX,RT
sjpatin,1Romans58,RT
Carolynyadayada,KayaJones,RT
stitcher994,EricTrump,RT
jes45_3,2runtherace,RT
Jeffreyraymondm,GOP,RT
Daniela82555643,DanCrenshawTX,RT
wadeyka,RealDrGina,RT
FrankHartII,Jim_Jordan,RT
SmithBlindlib5,Redpainter1,RT
hauser_st,fussballinguist,RT
KarenKst050,RealMattWalter,RT
KCC457,Jim_Jordan,RT
kellyjoherwig,RepPeteStauber,RT
gjonesc3,lawlerchuck1,RT
CarolKl87912520,MixedPie,RT
56n111w,CarpeDonktum,RT
SalRen2,Lrihendry,RT
1WestTexasgal,Sundncefn,RT
ambinc1,CaliDeplorable,RT
858KJN1,TeaPainUSA,RT
capatole,RealCandaceO,RT
edgarinojosa,VOANoticias,RT
frankrodriguezv,GOP,RT
GAprogressive15,yesthatCarlo,RT
adamdruck,ARmastrangelo,RT
Kulinski_crat,NYforSanders,RT
LordYupa2,RealCandaceO,RT
dembones88,newtgingrich,RT
longgone2345,intheMatrixxx,RT
GTrumppatriot,Germantownrunne,RT
deplorableGOP13,RealCandaceO,RT
VigorousJonesy,Lrihendry,RT
conqueringlibs,jamjr43,RT
Lynnj807J,RealCandaceO,RT
ShirleyRinguet5,KamalaHarris,RT
VickiSquires4,SavingAmerica4U,RT
aaronhilmerson,Tombx7M,RT
12sec317,TeaPainUSA,RT
michael_dresden,heyitsCarolyn,RT
agolumneu10,,Tweet
DifattaBarbara,RealCandaceO,RT
50Pinkies,TheBoxThatRoxx,RT
buzzskipper,RealDrGina,RT
a_chandler,SecDef19,RT
dfarcas,Masoud_Dalvand2,RT
Green0101010,Tombx7M,RT
ruth_prodan,FrankLuntz,RT
GroundsGalen123,hirschA8720,RT
Remysbayou,RealCandaceO,RT
AlbertFisher94,QWarrior1917,RT
jaybluuee,BrentBozell,RT
galacticaactual,galacticaactual,RT
BLhasdogs,SallyDeal4,RT
ShirleyRinguet5,DonnaWR8,RT
ImmoralReport,mcsorianoaz,RT
Mericaa143,RealCandaceO,RT
Royal_Rog,DanCrenshawTX,RT
funnylookindude,Franklin_Graham,RT
callie90192488,Jim_Jordan,RT
LadyLisaDCantu1,GOP,RT
Pacificnw777,mrntweet2,RT
Telmagreff,VOANoticias,RT
Aproudtrumper,RealCandaceO,RT
Lynanne9,MiaFarrow,RT
JefChau,factcheckdotorg,RT
KennyHawblitz,RealCandaceO,RT
LeftOfMainSt,TeaPainUSA,RT
DorieOlds,intheMatrixxx,RT
ADevotedYogi,ADevotedYogi,RT
darcycocozza27,Franklin_Graham,RT
JustMy_NameHere,JustMy_NameHere,RT
carguy7177,adamclanton,RT
CJHanselman,GOP,RT
galacticaactual,galacticaactual,RT
Stacy_g52,doctorjenn,RT
dixiegal57,DanCrenshawTX,RT
MarilynLouise5,SaysHummingbird,RT
DebAlwaysTrump3,RealCandaceO,RT
DaveDillon7,TeaPainUSA,RT
gade69,Jetsta812,RT
Vmbritsch,TrinityResists,RT
Chrysalis1111,RealJamesWoods,RT
R3d_Horse,AOC,RT
AnnMarie3589,joncoopertweets,RT
TassajaraRd,SpecNews1SoCal,RT
haileysowens,nowthisnews,RT
JustMy_NameHere,,Tweet
Daniela82555643,RealDrGina,RT
ks_sul,BrentBozell,RT
RealEagleBites,GeoWashPundit,RT
aflcioky,AFLCIO,RT
NRA_4ME,RealCandaceO,RT
Arrow252525,DrDenaGrayson,RT
Adam_Loehr22,RealCandaceO,RT
galacticaactual,galacticaactual,RT
CaticaD2,nowthisnews,RT
gjonesc3,Denise247365,RT
EGL1691,RealDrGina,RT
Sonya_Beh,RealCandaceO,RT
626Robyn,realTylerZed,RT
BCaliGirl20,Doodisgirl,RT
jannykmak,RealCandaceO,RT
Fabi88033162,RealCandaceO,RT
crystallkg,MichaelSkolnik,RT
lady_pilgrim,Messiahanthem,RT
suepatroit,Jim_Jordan,RT
ResistanceNOW77,,Tweet
_definitelyASH,tictoc,RT
linckerney,johncardillo,RT
nailam99,AOC,RT
bandobean,Michelle4NM,RT
LouiseQuoVadis,JeffreyGuterman,RT
guy4013,RealCandaceO,RT
LadyKatrinainfo,Michelle4NM,RT
1Ra_EneLor,Tombx7M,RT
cantore_barbara,GabbyGiffords,RT
nebelung_ana,BrentBozell,RT
djdun3,BrentBozell,RT
Fulllarmor,RealMattWalter,RT
RobertRayJones3,Franklin_Graham,RT
AtlOBrien,,Tweet
frysbaby,DanCrenshawTX,RT
go508,,Tweet
BigMommaCat50,TeaPainUSA,RT
Steve_Klein12,EricTrump,RT
cathy69347913,RealCandaceO,RT
Deputydog14,heyitsCarolyn,RT
KAFosterSowell,EricTrump,RT
HoleRecord,messiahcomplex,RT
drawingliberals,TimRunsHisMouth,RT
6075len,RealCandaceO,RT
LeslieL46948748,charliekirk11,RT
TRUMPPRES2020,pinkk9lover,RT
ckgirl67,mikebwonder,RT
HD_Bones,adamclanton,RT
mb4hope,KTHopkins,RT
johnbramundo,ARmastrangelo,RT
Cressy777Jeri,RealCandaceO,RT
Lenient_Abiodun,PelosiPress,RT
thoover230,Jim_Jordan,RT
borreroanita,pattonoswalt,RT
Yemayah777,TeaPainUSA,RT
Marcus4081,latinovictoryus,RT
FaithFlaherty3,RealDrGina,RT
FoxNewsisFakeN2,DennisMJordan,RT
conqueringlibs,RealCandaceO,RT
Jackie_A_Berry,RealCandaceO,RT
FrannieBean11,TerriGreenUSA,RT
Mk1_uc,Lrihendry,RT
messiahcomplex,,Tweet
velvetnini,adamclanton,RT
amazingfavors,RealCandaceO,RT
Chandle65716727,heyitsCarolyn,RT
Midgetsonroids,tictoc,RT
Lizsugar3,ChrisJZullo,RT
RockyZieco,heyitsCarolyn,RT
MichaelDelauzon,BrentBozell,RT
wadewire,,Tweet
betsydavisfm,amyklobuchar,RT
bariRD,TeaPainUSA,RT
mtorresPR62,KamalaHarris,RT
taylorjm61,RealCandaceO,RT
Ariannah_Skye,sfpelosi,RT
lori_tech,magaxxoo,RT
JohnnieGarner,RealCandaceO,RT
Kathy_in_KY,eakuhl,RT
Vivienne2345,pattonoswalt,RT
lisawhynaught,RealCandaceO,RT
papa9069,heyitsCarolyn,RT
CaptainisWright,RealCandaceO,RT
kennethkretsch2,Lrihendry,RT
WulfNemesis,LaylaAlisha11,RT
vin1043,MichaelSkolnik,RT
Oklahombre53,RoseDC11,RT
still2gether,SpecNews1SoCal,RT
chi_polock,realTylerZed,RT
jsbrads,PolitixGal,RT
PatrickMaas_,realTylerZed,RT
bflorescorposa1,VOANoticias,RT
Cdeeman123,letters4trump45,RT
dciniowa,HLAurora63,RT
Hootacious,heyitsCarolyn,RT
QueenCheetahD,QueenCheetahD,RT
njwray,,Tweet
PatriciaSCrens1,TimRunsHisMouth,RT
WarrenFrey2,TeaPainUSA,RT
KaptnFatNipple1,nowthisnews,RT
amdguru,RealDrGina,RT
rise_redemption,RealCandaceO,RT
Tvanderbroek,Tombx7M,RT
grandnan224,RealCandaceO,RT
mau3218,VOANoticias,RT
SonsMary,andreakayeshow,RT
AbihiJ,heyadiana,RT
1USAPROUD,adamclanton,RT
kaymarierob,RealCandaceO,RT
DanielKTabeling,realTylerZed,RT
wonderworld2016,CycloneRacer,RT
BLhasdogs,SallyDeal4,RT
ThePaulMasson,pattonoswalt,RT
terry50_terry,RealCandaceO,RT
proudpatriot67,RealCandaceO,RT
Bronco_7777,RepRatcliffe,RT
Baker_Rules,Ilhan,RT
Pacificnw777,Rational_Vision,RT
Need_To_Fly,RealJamesWoods,RT
shjihmhs,adjunctprofessr,RT
sgstiffler,FLOTUS,RT
UNC4EVA,RealCandaceO,RT
URGR82DAY,TheMorningSpew,RT
D2summit,TeaPainUSA,RT
lapashaw,RealCandaceO,RT
MtRushmore2016,MarkMeadows,RT
Jobethan,cameron_kasky,RT
JustbeReal7,TeaPainUSA,RT
Cynthia_Siqq2,DrMartyFox,RT
GeneGerena,FLOTUS,RT
RobertCartwri10,RealCandaceO,RT
VickiUecker,DanCrenshawTX,RT
pgrsn91,Franklin_Graham,RT
Ursalette,pattonoswalt,RT
Austin0283,Michelle4NM,RT
gailhamm9452,votevets,RT
waters7545,RealCandaceO,RT
968ac87b8bb4404,RealKyleMorris,RT
MarilynB777,RealCandaceO,RT
TornadoNewsLink,TornadoNewsLink,RT
itzshelleybell,,Tweet
FredForTrump,RealCandaceO,RT
JWorsnick,JonLionFineArt,RT
virgo2757,realTylerZed,RT
waucka,DanCrenshawTX,RT
CaroleFlint,RealCandaceO,RT
LRbullies,consmover,RT
BlerRex,RealCandaceO,RT
leasmit81132197,n_tassler,RT
MomPortie,KamalaHarris,RT
frank_lavergne,,Tweet
lilacswansong,RealDrGina,RT
vols5194,RealCandaceO,RT
PTFGAL,RealJamesWoods,RT
gbroh10,heyitsCarolyn,RT
AxlRoseyBird,RealMattWalter,RT
liatb01,KamalaHarris,RT
sotrueradio,sotrueradio,RT
PetMikRan,RealCandaceO,RT
hike2_bike,RepAdamSchiff,RT
TheParadigmTime,IlhanMN,RT
acrose1954,JenniferWishon,RT
emelen2020,realDonaldTrump,RT
lect0r,RealCandaceO,RT
justalbis,StateDeptrealDonaldTrump,RT
vaclastu,RealCandaceO,RT
OsageCherokee,RealCandaceO,RT
SharonMcCammon1,CarpeDonktum,RT
Wolfwalk47,JonLionFineArt,RT
HLAurora63,Tombx7M,RT
SDNorthShore,DLoesch,RT
Joseph_Cantwell,pattonoswalt,RT
OscarArbelaez2,TelemundoNews,RT
10thCrusader,realTylerZed,RT
Aungiexyz,kimguilfoyle,RT
dumspirospero64,RealCandaceO,RT
vcmSoprano,TeaPainUSA,RT
Juicerden,RealCandaceO,RT
ArthurMitchell_,JonLionFineArt,RT
Clover1292,RealCandaceO,RT
MickyCallen,USAIDMBekkering,RT
ThatOneHippieK,MichaelSkolnik,RT
JimPolk,RealCandaceO,RT
mcsorianoaz,,Tweet
